Title,Content,Poetry Collection,URL,Writer
Cần một người mua dùm viên kẹo (1),"Có những khoảnh khắc trong đời không ai ngờ trước được
và ta buông tay
là vĩnh viễn...

Chẳng phải chính cuộc đời đã kéo ta đến sát bờ vực
chẳng phải những hơi thở cũng bị lấy mất khi ta đang thoi thóp
chẳng phải thế gian đã quá chừng ác độc...
từ chối những tháng ngày ta cố sống tốt hơn?

Ta cần một bờ vai để biết nói lời cảm ơn
cần một người ngồi bên cạnh để nghe ta khóc
cần một người mua dùm viên kẹo ngậm cho vơi bớt những cay đắng
cần một người nắm tay và chỉ dùm ta một con đường khác
giữa bóng đêm...

Ta không hề muốn mất đi cảm giác ngửa mặt mình đón những giọt mưa đến hỏi thăm
mỗi sáng vùi mình trong chăn và thèm một tách choco nóng
những lần nhìn thấy những hạt mầm tách mình ra khó nhọc
nhớ những hoàng hôn ngoài kia
và ghét những ngày ẩm thấp
biết bao nhiêu...

Sẽ là hạnh phúc nếu ta có cơ hội để chọn lựa gạt bỏ hết khổ đau
ta sẽ chọn mặc quần jean và áo sơ-mi đi ra phố
ta sẽ chọn mỉm cười với tất cả những người đã yêu thương ta lẫn từ bỏ
ta sẽ chọn một quán cóc để ngồi với những người xa lạ
ta sẽ chọn đi bộ sau một ngày mệt lả
để thấy mình bớt lạc lõng với mọi người

Ta không chọn nơi sinh ra nên đã chọn cách kết thúc một cuộc đời
vào giây phút thấy thương mình như đứa trẻ
chỉ muốn được ai đó ôm vào lòng cho mình khỏi quị ngã
nhưng có những yêu thương cũng bắt ta phải trả giá
đến tận cùng...

Có những khoảnh khắc trong cuộc đời này ta phải chấp nhận mình là kẻ vô ơn!",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%E1%BA%A7n-m%E1%BB%99t-ng%C6%B0%E1%BB%9Di-mua-d%C3%B9m-vi%C3%AAn-k%E1%BA%B9o-1/poem-5NqRFH8Ly3o5DyaVlWYBPA,Nguyễn Phong Việt
Cần một người mua dùm viên kẹo (2),"Vì ngày mai vẫn chưa thể bắt đầu
vì mình khóc cho mình trong cuộc đời này dường như vẫn chưa đủ lâu?

Thà một lần chết đi để rồi từ đó về sau
gặp lại một con người đã không còn trong ký ức
gặp lại một nỗi đau mà vẫn vui như chưa bao giờ biết được
gặp lại một tiếng cười mà trong lòng không cần phải cay đắng
dù có phải đối diện nhau…

Đến sống như một người bình thường mà cũng thành ước mơ thì phải hỏi làm sao
những điều giản đơn cuối cùng cũng cần mặc cả
chọn lặng im hay chọn ồn ào đều là cách lựa chọn trả giá
không đi tiếp được thì cách tốt nhất là quị ngã
chỉ vậy thôi…

Chỉ ngồi một mình rồi cắn răng để nước mắt chảy thành lời
đừng cố sức cho những điều mình không thể
đừng viển vông tin vào yêu thương có thể làm cho con người ta mạnh mẽ
đừng cố thở khi hơi thở chỉ khiến cho con người ta vật vã
đừng ngoan cố tìm ra thiên đường lúc trong tim mình toàn là đổ vỡ
chấp nhận đi…

Nhìn ra con người thật của mình để trả lại hết những hoài nghi
có mấy ai mang trên vai mình sứ mệnh của may mắn
mình cũng giống cả triệu người oán hờn cuộc sống
oán hờn nơi sinh ra, oán hờn nơi lần đầu tiên nhận ra… hạnh phúc
rồi day dứt cả một đời…

Có thể chết đi cũng là một niềm vui với những ai không thể tồn tại theo cách của một con người
không chấp nhận đớn đau làm cho trái tim mình yếu ớt
không chấp nhận sự bình yên chỉ kéo dài đúng một quãng đời rồi tạo ra vực thẳm
không chấp nhận những người mình yêu thương lại từ chối mình như một người lạ lẫm
không chấp nhận bản thân mình thật ra đâu tốt gì hơn những người đã làm mình khóc
mình cũng giống như ai…

Cũng cần một viên kẹo ngậm để cay đắng tan trên đầu môi
cần một khoảnh khắc được thấy mình hồn nhiên như ngày chào đời ngơ ngác
cần một niềm tin đến từ một người chưa hề biết trước
cần một chiếc áo, một chiếc quần… mặc vào để mình được là mình nhất
cần một cái nhìn công bằng với số phận
vì mình đã đi qua được lẻ loi…

Khi mua một viên kẹo cho ai đó
hãy nhớ hỏi họ có cần thêm một tiếng cười…!",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%E1%BA%A7n-m%E1%BB%99t-ng%C6%B0%E1%BB%9Di-mua-d%C3%B9m-vi%C3%AAn-k%E1%BA%B9o-2/poem-v1wRGk4lFl7RUMKl4LsUnA,Nguyễn Phong Việt
Cần sinh ra thêm lần nữa?,"Nếu được sinh ra thêm lần nữa...
Người sẽ chọn niềm vui hay đau khổ?

Sẽ chọn thương yêu trong cô đơn hay từ bỏ
Sẽ chọn vẫn bước đi hay đứng lại chờ một ai đó
Sẽ chọn khóc một mình hay cần người than thở
Sẽ chọn trở về hay dấn thân dù đã từng lầm lỡ...
Khi cuộc đời không thể đổi thay?

Người chọn không gặp nhau trong quãng đời này
để mỗi người thuộc về một con đường xa lắc
Lỡ có gặp nhau cũng sẽ cười vui mà không bao giờ rơi nước mắt
Lỡ có không thấy nhau thì chẳng ai cần ai đưa tiễn...
Trái tim tự nó đã bình yên?

Người sẽ chọn gặp nhau để ray rứt nhiều hơn
Biết cảm giác của một người đi nhầm đường đầy hối tiếc
Biết cảm giác đứng giữa trời mưa chợt vỡ òa khi thấy một tia nắng
Biết cảm giác mình không dám buông tay vì đó là hạnh phúc
Biết cảm giác của miệng cười trên môi mà khổ đau co thắt trong lồng ngực...
lúc phải ngoái nhìn?

Người chọn không gặp nhau để - chẳng - có - gì - nhớ - để mà quên
sống bình thường như mọi người cần sống
Không quá ít niềm vui nhưng cũng đừng nhiều tuyệt vọng
Như mỗi buổi sáng soi mình vào gương và đêm về thấy thương mình còn biết khóc
Cảm ơn bản thân đã không quá lạnh lùng?

Người sẽ chọn gặp nhau để nhận ra yêu thương có thể là nhẫn tâm
Chấp nhận một viên đá tan trong tách cà phê cũng là mất mát
Chấp nhận một tiếng cười không hề quí giá hơn một giọt nước mắt
Chấp nhận một ngôi sao không thể mãi vĩnh hằng vì cần giây phút tắt
để một ngôi sao khác sáng lên?

Người chọn không gặp nhau để mỗi người đều biết lặng thinh
hay chọn gặp nhau để mỗi người biết rằng cần chia sẻ?
Người chọn không gặp nhau để mỗi người ít đi những duyên nợ
hay chọn gặp nhau để mỗi người biết không thể thiếu nhau?
*
Nếu được sinh ra thêm lần nữa...
Người chắc chọn niềm vui hơn là đau khổ?",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%E1%BA%A7n-sinh-ra-th%C3%AAm-l%E1%BA%A7n-n%E1%BB%AFa/poem-DD9JWWHFneAnSXgupW6TOg,Nguyễn Phong Việt
Chỉ cần được thấy người cười vui,"Chỉ cần được thấy người cười vui
là những khổ đau trong tim cũng sẽ gắng gượng cười...

Ta đã có tháng ngày sống như hạt sương
hạnh phúc mà không cần ai nhìn ngắm
những nỗi buồn (nếu có) đều được điểm tâm bằng môi hôn nồng ấm
mỗi ngày là một giấc mơ...

Chưa một lần chúng ta ngã giá với cuộc đời ngoài kia
yêu thương với những gì mình có được
chỉ ao ước lo toan cho một tình yêu giản dị nhất
được khóc, được cười...cùng nhau!

Nhưng ngoài kia mưa nắng cũng có niềm đau
ngoài kia một chiếc lá rơi cũng đòi quyền ấm cúng
ngoài kia một tiếng thở dài cũng thành sấm chớp vang trong lồng ngực
ngoài kia chỉ toàn là mất mát...
cho những ai muốn sống đến tận cùng...

Người bước qua ngưỡng cửa và nói lời cảm ơn
- Cảm ơn một lần gặp nhau dù không thể bước cạnh nhau mãi mãi
- Cảm ơn một cái nắm tay mà hơi ấm kia sẽ không bao giờ trở lại
- Cảm ơn nụ hôn mà lần duy nhất trong đời được tìm thấy chính mình nơi đấy
- Cảm ơn những giọt nước mắt được khóc vì niềm vui...

Người mang theo hết những hi vọng còn sót lại trong cuộc đời
tiếng Cảm ơn ấy giản đơn mà như từng vết cứa
ta đâu cần Cảm ơn vì tình yêu đó chưa bao giờ là chọn lựa
khi chúng ta sống là để cho nhau...

Có biết bao cuộc đời cần hạnh phúc để thấu hiểu khổ đau
nhưng tại sao người lại sống cho điều ngược lại
tại sao lại bất chấp bản thân mình cho quãng đời còn xa mãi
khi người biết không ai thay thế được chúng ta!

Người buông tay để chấp nhận những xót xa
thử hỏi làm sao thấy cuộc sống còn ý nghĩa
thử hỏi làm sao ta mỉm cười dù ngàn lần muốn thế
cho những lần gặp lại nhau trong đời...

Chỉ cần được thấy người cười vui
là những khổ đau trong tim cũng sẽ gắng gượng cười...
(ta chỉ biết lừa dối mình bằng suy nghĩ của một người chỉ còn lại đơn côi!)",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/Ch%E1%BB%89-c%E1%BA%A7n-%C4%91%C6%B0%E1%BB%A3c-th%E1%BA%A5y-ng%C6%B0%E1%BB%9Di-c%C6%B0%E1%BB%9Di-vui/poem--1GsoaGNBpRPGruuyOcYPA,Nguyễn Phong Việt
Cho những trái tim vẫn ở lại chốn này!,"Cho những trái tim vẫn ở lại chốn này!

Những buổi sáng lại nghe về những người ra đi
như những cơn gió thầm thì
như những cánh chim thiên di
dù chưa đến mùa đông rét mướt…

Những buổi sáng lại nghe tim mình đau đớn
khi ngồi đọc bản tin thời tiết
chỉ thấy toàn bão giông đổ xuống suốt chiều dài những cuộc đưa tiễn
không có bàn tay nào ở lại với ngày sau

Lần ngoảnh mặt này là lần ta sợ nhất phải nhìn thấy nhau
bởi có những thứ suốt đời chỉ được quyền gọi tên bằng niềm nhớ
có những thứ ta muốn mang đi nhưng phải để lại đó
có những thứ ta biết chắc là yêu thương nhưng không dám bày tỏ
khi chúng ta thuộc về hai con đường!

Lối rẽ này không phải là một chọn lựa giản đơn
ta đã bắt đầu biết sợ những cái nhìn ấm áp
biết sợ những ngày nắng mà trong lòng giăng mây u ám
biết sợ những giọt nuớc mắt của người khác mà buộc ta phải kìm nén
biết sợ chính bản thân ta đang dần phai nhạt
từ chối để lại những dấu chân…

Những buổi sáng ta ngồi đây và nhìn cuộc sống quá chừng cô đơn
một lần mình đứng lên là thêm một lần được khóc
cho phép mình thét gào nỗi đau đến từng chân tóc
cho phép mình gọi tên từng người yêu thương như một bài tập đọc
của một đứa trẻ mới vào đời…

Ta có thể đã không còn hiểu được giá trị của một bờ vai
nhìn đâu cũng thấy sự hoài nghi đỏ mặt
chỉ ước đôi khi mình như một cây xương rồng giữa sa mạc
sống vì cần phải sống chứ không vì điều gì khác
mặc yêu thương có những nghĩa lý gì?

Những buổi sáng lại nghe tin về những người ra đi
mà trái tim vẫn ở lại chốn này!",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/Cho-nh%E1%BB%AFng-tr%C3%A1i-tim-v%E1%BA%ABn-%E1%BB%9F-l%E1%BA%A1i-ch%E1%BB%91n-n%C3%A0y/poem-LkgwKejQ5ywmtFlfesTU6A,Nguyễn Phong Việt
Có một chiếc xích đu ở đâu đó trong cuộc đời...,"Có một chiếc xích đu ở đâu đó trong cuộc đời...

Người ngồi đó và ao ước trong từng ấy tháng năm
thấy một người ngồi trên chiếc xích đu và đọc sách
chỉ như thế đã là hạnh phúc...

Chỉ như thế ngôi nhà mới có thể nhìn thấy nắng
chỉ như thế những ly tách mới có niềm vui chạm vào môi một người đang khát
chỉ như thế cánh cửa mới tin mình còn cần thiết
để chờ một bàn tay đến mở ra...

Chiếc xích đu được làm cạnh một dàn hoa
chiếc xích đu được làm dưới một tán cây ven hồ nhiều bóng mát
chiếc xích đu được làm bên một mái hiên nhà nhiều mưa và nắng
chiếc xích đu được làm trong tim một người không còn chổ để yêu thương một ai khác
ngoài một con người...

Có những niềm vui giản dị như sự tự nhiên của cuộc đời
tự tay mình đưa xích đu cho người mình yêu thương trong chiều muộn
nhưng điều cỏn con với người này nhiều khi là cả một đời mong muốn
của một người tưởng chừng như không bao giờ biết rơi nước mắt
cho đến khi bắt gặp một tình yêu...

Đôi lúc sống một cuộc đời chỉ để chờ đợi một khoảnh khắc mà không hề biết trước là khổ đau
như chờ đợi một người đến ngồi trên chiếc xích đu ấy
như chờ đợi một cái nắm tay của đoạn đường sau cuối
như chờ đợi một nụ hôn mà nếu cần phải đánh đổi
bất cứ điều gì cũng cam tâm!

Người xây nên một ngôi nhà với những viên gạch lấy từ trái tim
những mùa trăng đi qua mà không dám ngủ
những đêm mưa không dám cựa mình vì sợ hơi ấm kia từ bỏ
những lúc cô đơn không dám khóc thành tiếng vì sợ chạm tay vào nỗi nhớ
những ngày dài thật dài...

Thà biết trước mình sẽ sống vì một người nào đó ngày mai
người có khi không phải thấy hối tiếc
người có khi làm cả triệu cái xích đu rồi đặt trên khắp các nẻo đường mà không cần biết
người mình yêu thương có chịu ngồi xuống hay không?

Ở đâu đó trong cuộc đời vẫn luôn có một chiếc xích đu treo trong lặng im
chờ một người đến ngồi và đọc sách...",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%C3%B3-m%E1%BB%99t-chi%E1%BA%BFc-x%C3%ADch-%C4%91u-%E1%BB%9F-%C4%91%C3%A2u-%C4%91%C3%B3-trong-cu%E1%BB%99c-%C4%91%E1%BB%9Di/poem-1TTkej4sM_NdH2FXMvYCWA,Nguyễn Phong Việt
Có phải chúng ta đang tự đánh mất đi một quãng đời?,"Có phải chúng ta đang tự đánh mất đi một quãng đời
của những ngày tháng mà trái tim lừa dối rằng đó là cảm giác yên vui?

Những điều thuộc về duyên số đã mang chúng ta đặt vào một ngôi nhà dưới bầu trời
không ai đánh cắp của ai một lời hứa
đi đến cuối con đường chỉ là niềm tin trong phút giây ta cần phải nói rõ
khi đứng giữa bao người chúng ta cho mình cái quyền được làm đứa trẻ nhỏ
không chút đắn đo những ước mơ

Một ngôi nhà với nhiều cánh cửa mở ra đợi chúng ta trở về
ngồi nhìn nhau với cái nhìn hạnh phúc
một tiếng cười nhỏ nhoi cũng biết cách lan đi hết lồng ngực
một tiếng ho cũng làm cho người kia đuối sức
một câu dỗi hờn cũng đủ giúp ngày dài hơn 24 tiếng
chúng ta biết chờ đợi để thương yêu...

Nhưng rồi từng ngày dài, từng năm tháng, và từng vết đau...
đã đắp bồi như lớp rêu mọc lên sau mỗi mùa mưa đến
khép lại những cánh cửa bình yên và mở ra những cánh cửa mỏi mệt
chúng ta giờ nhìn thấy nhau trong len lén nghi ngờ

Chúng ta giờ nhìn thấy nhau qua khoảng trống của đôi đũa trong giờ cơm khuya
nhìn thấy nhau khi một người đã ngủ và một người nằm thức
nhìn thấy nhau khi rón rén kéo gần hơn tấm chăn để tìm hơi ấm
nhìn thấy nhau khi tấm hình cưới vô tình lấm bụi bẩn
mà không dám lau đi gương mặt mình...

Chúng ta vẫn đứng yên ở đấy trong ký ức ngôi nhà lần đầu tiên
sao lời hứa chẳng còn ai đến chứng kiến
sao để cho niềm tin hóa kiếp thành ra một sự nuối tiếc
sao lại nỡ rụt bàn tay này về lúc bàn tay kia cần được biết
hạnh phúc có còn ở nơi đây?

Ở trên thiên đường nào cũng có những đám mây
chỉ đơn giản vì những thiên thần cũng cần bước chân vào bóng mát
họ cũng có nỗi đau vì trao đi quá nhiều hạnh phúc
và những niềm cô đơn đã tạc riêng cho họ một đôi cánh
để suốt đời chỉ có thể khóc trong một cuộc đời bày sẵn những lấp lánh
mà ai biết được đâu?

Mà ai biết chúng ta có còn ràng buộc được gì trong đời nhau
mỗi người tự trách mình đang lừa dối
mỗi người tự lấy cắp trong tim mình một lần đau nhói
để yêu thương cũng đến lúc buông tay vuột khỏi
những điều giản dị ngày xưa...

Trong một cuộc đời bình thường
sao chúng ta chỉ bằng lòng trả giá cho những điều không thuộc về ước mơ?",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%C3%B3-ph%E1%BA%A3i-ch%C3%BAng-ta-%C4%91ang-t%E1%BB%B1-%C4%91%C3%A1nh-m%E1%BA%A5t-%C4%91i-m%E1%BB%99t-qu%C3%A3ng-%C4%91%E1%BB%9Di/poem-nx2RRMbXoz4xHz0RxqvPDg,Nguyễn Phong Việt
Còn biết bao nhiêu lần trong đời sẽ gặp lại nhau nữa đây?,"Đó là lần đầu tiên trong đời ta cúi mặt
khi nhìn thấy người bước đi bên cạnh người không phải ta mà là một người khác...

Để biết trái tim từ đó mất đi khái niệm về ánh sáng
để biết cuối cùng cũng phải nhường bờ vai kia cho một ai bước đến
để biết khi tung đồng xu lên là phải chọn làm người thua trước
để biết không có nỗi đau nào là cân đong đo đếm được
ngày hạnh phúc bỏ rơi...

Chúng ta đã từng sợ không nắm giữ được một quãng đời
nên nếu muốn khóc thì đừng khóc
nên nếu người muốn gào lên thì hãy cắn vào tay ta để sẻ chia những hằn học
nên nếu người hằng đêm chong mắt tìm một ngôi sao băng vụt sáng
thì cứ tin qua từng đêm trắng...
(rồi sẽ tìm thấy điều mình cần...)

Nhưng người đã ngoảnh mặt đi khi ánh mắt chưa kịp chạm vào lãng quên
cho người bước đi bên cạnh người nhoẻn miệng cười hạnh phúc
cho những trắc trở bỏ lại hết cùng một quãng đời đau đớn
cho một gương mặt thương yêu vùi thật sâu dưới từng lớp cát
để sống với những gì mình đang nắm giữ trong tay!

Chúng ta đã từng tuyệt vọng đến mức sợ cả những tiếng cười
đến mức tự hỏi bản thân cần chi phải sống
đến mức nhìn một chiếc lá rơi mà cũng ứa nước mắt
đến mức đột nhiên muốn chưa hề gặp nhau trong một phần ký ức
có lẽ người sẽ vui...?

Người đã bước đi với lựa chọn phó mặc mình cho cuộc đời
phó mặc mùa đông ở trong tim vĩnh viễn
phó mặc những giấc mơ chỉ luôn thấy mình chạy trốn
phó mặc mái tóc từ nay chỉ còn tự mình chải buột
phó mặc những ngày nóng sốt
nằm và nhớ một đôi tay...

Đó là lần đầu tiên trong đời ta cúi mặt
còn hơn những gì có thể gọi tên là đắng cay...
chúng ta đi qua nhau như những người xa lạ
người quay đi để ngăn trái tim mình hóa đá
ta cắn răng để giữ nước mắt mình không thể...
không ai giống như ai?

Còn biết bao nhiêu lần trong đời sẽ gặp lại nhau nữa đây?",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/C%C3%B2n-bi%E1%BA%BFt-bao-nhi%C3%AAu-l%E1%BA%A7n-trong-%C4%91%E1%BB%9Di-s%E1%BA%BD-g%E1%BA%B7p-l%E1%BA%A1i-nhau-n%E1%BB%AFa-%C4%91%C3%A2y/poem-KxFtfa1MnQiMmnY7CjfRzA,Nguyễn Phong Việt
Đã đi qua thương nhớ,"Chúng ta có niềm tin đi đến cuối đất cùng trời dù có phải trả giá
nhưng cuộc đời... luôn có nhiều ngã rẽ!

Phải những ai đã từng đi qua thương nhớ
mới thấy cô đơn chưa bao giờ là thứ ta muốn chọn lựa
ta chỉ chọn sống dưới một mái nhà nhiều lối vào và cửa sổ
những luống hoa hồng vàng rạng rỡ
đêm đêm nhìn trời và đoán một vì sao dành cho chúng ta sẽ hiện rõ
mọi điều ước ao?

Ta cứ hình dung về ngôi nhà với những đứa con ngày sau
chúng thì khóc mà chúng ta phải cười dỗ
đút từng muỗng thức ăn vào cái miệng bé nhỏ
và thấy yêu thế giới qua mắt nhìn của trái tim chưa biết về đau khổ
đơn giản là ghét-thương...

Những buổi sáng thức dậy khi chúng lớn dần lên
sẽ phải giành nhau tuýp kem đánh răng đến ầm ĩ
sẽ liếc nhau trong bữa ăn để đọc từng ý nghĩ
sẽ nắm tay nhau khi vui và bĩu môi lúc giận dỗi
không cần sống với chua cay…

Chúng ta thương những ngày ít gió và nhiều mây
những ngày chỉ nói với nhau bằng ánh mắt
những ngày chỉ cần tựa vai đã thấy lòng thanh thản
những ngày mà nỗi cô đơn cũng cần như hạt muối mặn
nêm vào những bình yên…

Nhưng cuộc đời luôn có nhiều ngã rẽ chờ được đặt tên
để người định nghĩa lại hạnh phúc
để so đo thiệt hơn những mất mát
để lần đầu tiên trong lòng người nghi ngờ tình yêu không phải là thứ duy nhất
biết cách làm tổn thương…

Ngôi nhà được trả về với những luống hoa hồng vàng
cửa sổ, lối đi…phải khép lại
những vì sao rồi cũng đến lúc giật mình chứ không thể sáng mãi
những tiếng cười trẻ con vẫn chưa đủ nhiều tưởng tượng cho quãng đời ấy
và người bước đi…

Chúng ta đã đi qua thương nhớ mà không hề phải vay
nên nợ nần chỉ đong bằng cảm giác
nên sợ cuộc đời về sau sẽ chẳng thể nào ôm được ai đó trong tay thật chặt
nên lo lắng những giọt nước mắt sẽ quên từng bỏng rát
dù đau đến xanh xao…

Có bao nhiêu người đã đi qua thương nhớ mà quên được nhau?",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/%C4%90%C3%A3-%C4%91i-qua-th%C6%B0%C6%A1ng-nh%E1%BB%9B/poem-nrUOXpPmQN-0bo0B6K3tbg,Nguyễn Phong Việt
Đã từng,"Đã từng...
Một lần ta nhận nụ hôn đó rồi chết theo cảm xúc trong trái tim
không bao giờ trở lại
chiếc chìa khoá mang theo vào cuộc đời của một người đi mãi
vẫn chưa biết đến bao giờ dừng chân...

Đã từng...
có nhiều tháng năm ta chỉ yêu bản thân mình với sự cô đơn
như một ngôi nhà khoá trái cửa
bất cần cuộc đời với những chọn lựa
miễn sao được thấy lòng bình yên

Chưa bao giờ ta biết quí một nỗi đau riêng
một nụ cười ai đó dành cho mình cũng không thèm nhớ
một cái ôm xiết nhau mà ta vùng vằng như chạm phải lửa
một đôi lần hạnh phúc chìa tay ra nhưng ta cứ mãi nhìn về đâu đó
không chút gì đắn đo...

Để rồi ta nhận được nụ hôn đánh đổi cả quãng đời không một ước mơ
thấy một ánh nhìn thôi lòng cũng rúng động
biết bao nhiêu con người đi qua ta nhưng chỉ một người biết cách làm ta khóc
đau đớn mà vui...

Người chỉ một lần mở cánh cửa ra và dạy ta biết cách cười
biết ôm một con người như thế nào là chặt
biết hôn như thế nào để người kia hạnh phúc
và biết yêu như thế nào để không bao giờ chia cách
(rồi người lại khoá trái cửa và mang theo chiếc chìa khoá ra đi!)

Người (nhẫn tâm) sưởi ấm một trái tim bằng đôi tay
bằng những vỗ về, tha thiết...
sao lại còn ném nó trở về với những bông tuyết
đưa thân nhiệt một con người trở về nhiệt độ âm...

Ngôi nhà từ đó đi qua suốt bốn mùa với cảm giác mùa đông
đợi một bàn chân quay trở lại…
trên ổ khoá cảnh cửa với nét son môi còn hằn lên mãi mãi
treo tấm bảng nhỏ nguệch ngoạc những nét phấn mờ thôi
“Đã từng...
biết yêu thương một con người!”.",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/%C4%90%C3%A3-t%E1%BB%ABng/poem-qNyb0pF1ZgHUO6uv00G10w,Nguyễn Phong Việt
Đừng đi...,"Cứ giả vờ như chúng ta đã đứng kề bên vực thẳm
dù ai cũng nhìn thấy con đường dài trước mặt
cứ giả vờ như một giây phút nữa trái tim ta ngừng đập
đừng đi...

Sẽ không cần những ngón tay níu giữ từng dấu chân người
không cần nữa những dặn dò khi tuyệt vọng
không cần những lo toan cuộc đời này có phải đáng sống
không cần tự hỏi mình tại sao phải cô độc
để được cười vui như chưa bao giờ đánh mất
một tình yêu nào...

Đừng mơ về đâu đó bầu trời cao
hãy sống như bao người trong tháng ngày cơm áo
nhưng điều giản đơn là cần có nhau sao định mệnh chẳng khi nào chịu hiểu
vì đó mà nước mắt rơi...

Vì đó mà cả thế giới dồn hết nỗi đau vào trong tim một con người
vì đó mà cần hai con người khóc để còn tin vào nước mắt
vì đó mà hai bàn tay giữ một bàn tay cũng không đủ chặt
vì đó mà cuộc đời đã nhiều thêm một lần cắn môi đầy chua chát...
đừng đi...

Đừng đi...
nếu có bão giông ta muốn được gánh chịu cùng nhau
được chết vì người mình yêu thương cũng là hạnh phúc
nhưng được sống cùng người mình yêu thương thì khổ đau nào cũng chỉ là hạt cát
giữa đại dương trong mắt chúng ta...

Đừng đi...
cuộc đời khốn khó rồi sẽ qua
chúng ta sẽ gieo những giận hờn, yêu thương giữa lòng bàn tay số phận
chúng ta sẽ cõng những đứa con trên vai mà không bao giờ biết mệt
mua cho chúng những que kem
và giấu những ngày nóng bức dưới bóng mây râm mát...
chúng ta sẽ chải tóc trước thềm nhà trong sương sớm và chiều chưa tắt nắng
chúng ta sẽ ngồi trên xích đu và cùng nhắm mắt
thấy đời mình như một cánh chim...

Đừng đi mà...

Đừng đi...
Ai cũng cần phải sống vì một con người!",Đi qua thương nhớ (2012),https://www.thivien.net/Nguy%E1%BB%85n-Phong-Vi%E1%BB%87t/%C4%90%E1%BB%ABng-%C4%91i/poem-TQ7JKokftq2ySbvGLaO_eA,Nguyễn Phong Việt
